DO Number;Referenzbeleg;Date;Client Order Reference;Courier;Tracking Reference;Comission;Comission 2
KL576374;KA510344;23.07.2019;2440680640;DPD Predict;1345057486389;;
KL576373;KA510345;23.07.2019;2440700830;GLS Normalpaket;352559616454;;
KL576372;KA510345;23.07.2019;2440700830;GLS Normalpaket;352559616461;;
KL576370;KA510347;23.07.2019;2440763280;GLS Normalpaket;352559615709;;
KL576369;KA510348;23.07.2019;2440834930;DPD Predict;1345057486173;;
KL576368;KA510349;23.07.2019;2440891590;GLS Normalpaket;352559612074;;
KL576365;KA510352;23.07.2019;2440905710;;143233958669;;
KL576364;KA510353;23.07.2019;2441023440;GLS Normalpaket;352559622837;;
KL576363;KA510354;23.07.2019;2441075630;;143233958652;;
KL576362;KA510355;23.07.2019;2441120510;;143233958645;;
KL576359;KA510358;23.07.2019;2441179940;DPD Predict;1345057486467;;
KL576358;KA510358;23.07.2019;2441179940;DPD Predict;1345057486466;;
KL576357;KA510359;23.07.2019;2441188510;GLS Normalpaket;352559615747;;
KL576356;KA510360;23.07.2019;2441225800;GLS Normalpaket;352559623353;;
KL576355;KA510361;23.07.2019;2441244270;DPD Predict;1345057485977;;
KL576353;KA510363;23.07.2019;2441290850;GLS Normalpaket;352559612104;;
KL576351;KA510365;23.07.2019;2441441800;DPD Predict;1345057487021;;
KL576350;KA510366;23.07.2019;2441486910;GLS Paket OVL Berlin;102986794276;;
KL576349;KA510367;23.07.2019;2441586660;GLS Normalpaket;352559613200;;
KL576348;KA510367;23.07.2019;2441586660;GLS Normalpaket;352559613217;;
KL576344;KA510371;23.07.2019;2441644400;GLS Normalpaket;352559615617;;
KL576343;KA510372;23.07.2019;2441688170;;143233959222;;
KL576342;KA510373;23.07.2019;2441769960;GLS Normalpaket;352559613514;;
KL576340;KA510375;23.07.2019;2441868450;;143233959215;;
KL576339;KA510376;23.07.2019;2442051390;GLS Normalpaket;352559613149;;
KL576338;KA510377;23.07.2019;2442105260;DPD Predict;1345057486757;;
KL576337;KA510378;23.07.2019;2442196590;DPD Predict;1345057486756;;
KL576336;KA510379;23.07.2019;2442198130;DPD Predict;1345057485980;;
KL576335;KA510379;23.07.2019;2442198130;DPD Predict;1345057485981;;
KL576334;KA510380;23.07.2019;2442202270;GLS Normalpaket;352559616751;;
KL576333;KA510381;23.07.2019;2442206720;GLS Normalpaket;352559612067;;
KL576332;KA510382;23.07.2019;2442303480;GLS Normalpaket;352559612005;;
KL576331;KA510383;23.07.2019;2442310820;DPD Predict;1345057485997;;
KL576330;KA510383;23.07.2019;2442310820;DPD Predict;1345057485998;;
KL576329;KA510384;23.07.2019;2442310880;GLS Normalpaket;352559623827;;
KL576325;KA510386;23.07.2019;2442363350;DPD Predict;1345057485992;;
KL576326;KA510386;23.07.2019;2442363350;DPD Predict;1345057485999;;
KL576323;KA510388;23.07.2019;2442422080;DPD Predict;1345057486875;;
KL576322;KA510389;23.07.2019;2442517600;GLS Normalpaket;352559613156;;
KL576321;KA510389;23.07.2019;2442517600;GLS Normalpaket;352559613248;;
KL576320;KA510390;23.07.2019;2442612560;GLS Normalpaket;352559616973;;
KL576319;KA510391;23.07.2019;2442621990;GLS Normalpaket;352559615730;;
KL576318;KA510392;23.07.2019;2442635170;DPD Predict;1345057486887;;
KL576317;KA510393;23.07.2019;2442784500;DPD Predict;1345057486755;;
KL576316;KA510394;23.07.2019;2442810570;DPD Predict;1345057486535;;
KL576314;KA510395;23.07.2019;2442842830;DPD Predict;1345057486358;;
KL576315;KA510395;23.07.2019;2442842830;DPD Predict;1345057486361;;
KL576313;KA510396;23.07.2019;2442845120;GLS Normalpaket;352559616478;;
KL576312;KA510397;23.07.2019;2442858980;GLS Normalpaket;352559616447;;
KL576311;KA510397;23.07.2019;2442858980;GLS Normalpaket;352559616485;;
KL576309;KA510399;23.07.2019;2442873520;DPD Predict;1345057485983;;
KL576306;KA510401;23.07.2019;2442904280;GLS Normalpaket;352559616515;;
KL576305;KA510401;23.07.2019;2442904280;GLS Normalpaket;352559616522;;
KL576307;KA510401;23.07.2019;2442904280;GLS Normalpaket;352559616492;;
KL576304;KA510402;23.07.2019;2442918310;GLS Normalpaket;352559616775;;
KL576303;KA510403;23.07.2019;2442977910;GLS Normalpaket;352559611978;;
KL576302;KA510404;23.07.2019;2442985780;GLS Normalpaket;352559616539;;
KL576301;KA510405;23.07.2019;2443062510;DPD Predict;1345057485957;;
KL576297;KA510408;23.07.2019;2443113950;DPD Predict;1345057486360;;
KL576295;KA510410;23.07.2019;2443348210;GLS Normalpaket;352559613569;;
KL576294;KA510411;23.07.2019;2443365830;GLS Normalpaket;352559614207;;
KL576293;KA510412;23.07.2019;2443392650;DPD Predict;1345057486014;;
KL576290;KA510414;23.07.2019;2443405630;DPD Predict;1345057486464;;
KL576291;KA510414;23.07.2019;2443405630;DPD Predict;1345057486465;;
KL576288;KA510416;23.07.2019;2443500380;DPD Predict;1345057487022;;
KL576286;KA510418;23.07.2019;2443530060;GLS Normalpaket;352559616782;;
KL576285;KA510419;23.07.2019;2443557200;GLS Normalpaket;352559613446;;
KL576284;KA510420;23.07.2019;2443678800;DPD Predict;1345057486107;;
KL576283;KA510421;23.07.2019;2443786370;DPD Predict;1345057486754;;
KL576282;KA510422;23.07.2019;2443818020;DPD Predict;1345057486377;;
KL576280;KA510424;23.07.2019;2443854360;;143233958638;;
KL576279;KA510425;23.07.2019;2443854680;DPD Predict;1345057486747;;
KL576277;KA510427;23.07.2019;2443858570;;143233959208;;
KL576275;KA510429;23.07.2019;2443865480;GLS Normalpaket;352559623834;;
KL576274;KA510430;23.07.2019;2443914020;DPD Predict;1345057486320;;
KL576273;KA510431;23.07.2019;2443916380;DPD Predict;1345057486321;;
KL576272;KA510432;23.07.2019;2443921270;GLS Normalpaket;352559622844;;
KL576271;KA510433;23.07.2019;2443943870;GLS Normalpaket;352559612081;;
KL576270;KA510434;23.07.2019;2444012480;;143233958621;;
KL576269;KA510435;23.07.2019;2444042350;DPD Predict;1345057486919;;
KL576268;KA510436;23.07.2019;2444104920;GLS Normalpaket;352559613545;;
KL576267;KA510437;23.07.2019;2444108890;;143233958614;;
KL576265;KA510439;23.07.2019;2444136040;GLS Normalpaket;352559622790;;
KL578319;KA511989;23.07.2019;2444163930;DPD Predict;1345057486657;;
KL576264;KA510440;23.07.2019;2444176600;GLS Normalpaket;352559612029;;
KL576263;KA510441;23.07.2019;2444188310;DPD Predict;1345057485976;;
KL576262;KA510442;23.07.2019;2444194880;GLS Normalpaket;352559615600;;
KL576261;KA510443;23.07.2019;2444225030;DPD Predict;1345057486319;;
KL576260;KA510444;23.07.2019;2444225220;DPD Predict;1345057485974;;
KL576259;KA510445;23.07.2019;2444248480;DPD Predict;1345057486071;;
KL576258;KA510446;23.07.2019;2444296180;GLS Normalpaket;352559613453;;
KL576257;KA510447;23.07.2019;2444330810;GLS Normalpaket;352559611961;;
KL576256;KA510448;23.07.2019;2444364560;GLS Normalpaket;352559615716;;
KL576255;KA510449;23.07.2019;2444370060;DPD Predict;1345057486741;;
KL576254;KA510450;23.07.2019;2444449020;;143233958607;;
KL578318;KA511990;23.07.2019;2444503110;GLS Normalpaket;352559623377;;
KL576252;KA510452;23.07.2019;2444515010;DPD Predict;1345057486742;;
KL576250;KA510454;23.07.2019;2444523600;DPD Predict;1345057486105;;
KL576978;KA510455;23.07.2019;2444533090;GLS Normalpaket;352559617215;;
KL576977;KA510456;23.07.2019;2444602240;DPD Predict;1345057485979;;
KL576976;KA510457;23.07.2019;2444623990;GLS Normalpaket;352559612098;;
KL576975;KA510458;23.07.2019;2444624060;DPD Predict;1345057486134;;
KL576974;KA510459;23.07.2019;2444644610;DPD Predict;1345057486215;;
KL576972;KA510461;23.07.2019;2444692060;GLS Normalpaket;352559613224;;
KL576971;KA510462;23.07.2019;2444776800;GLS Normalpaket;352559623094;;
KL576969;KA510463;23.07.2019;2444795170;DPD Predict;1345057486869;;
KL576970;KA510463;23.07.2019;2444795170;DPD Predict;1345057486870;;
KL576968;KA510464;23.07.2019;2444810020;GLS Normalpaket;1345057485908;;
KL576958;KA510473;23.07.2019;2444926450;GLS Paket OVL Berlin;102986794320;;
KL576957;KA510474;23.07.2019;2444930300;GLS Normalpaket;352559613897;;
KL576956;KA510475;23.07.2019;2444950080;DPD Predict;1345057486013;;
KL576955;KA510476;23.07.2019;2444965250;DPD Predict;1345057485991;;
KL576953;KA510477;23.07.2019;2444987310;DPD Predict;1345057485989;;
KL576954;KA510477;23.07.2019;2444987310;DPD Predict;1345057485990;;
KL576952;KA510478;23.07.2019;2445006650;;143233958768;;
KL576951;KA510479;23.07.2019;2445054580;DPD Predict;1345057486888;;
KL576950;KA510480;23.07.2019;2445129080;DPD Predict;1345057486730;;
KL576949;KA510481;23.07.2019;2445142650;GLS Normalpaket;352559611985;;
KL576948;KA510482;23.07.2019;2445224560;DPD Predict;1345057486386;;
KL576947;KA510483;23.07.2019;2445231950;GLS Normalpaket;352559617178;;
KL576946;KA510484;23.07.2019;2445236450;GLS Paket OVL Berlin;102986794313;;
KL576945;KA510485;23.07.2019;2445252480;DPD Predict;1345057486180;;
KL576944;KA510486;23.07.2019;2445264240;GLS Normalpaket;352559623483;;
KL576943;KA510487;23.07.2019;2445339690;GLS Normalpaket;352559617055;;
KL576942;KA510488;23.07.2019;2445342990;GLS Normalpaket;352559614191;;
KL576941;KA510489;23.07.2019;2445380260;GLS Paket OVL Berlin;102986794306;;
KL576940;KA510490;23.07.2019;2445391540;DPD Predict;1345057486729;;
KL576939;KA510491;23.07.2019;2445552380;;143233958751;;
KL576938;KA510492;23.07.2019;2445569000;DPD Predict;1345057486716;;
KL578313;KA511993;23.07.2019;2445617350;DPD Predict;1345057487089;;
KL578314;KA511993;23.07.2019;2445617350;DPD Predict;1345057487097;;
KL576937;KA510493;23.07.2019;2445626920;GLS Normalpaket;352559616805;;
KL576936;KA510494;23.07.2019;2445641450;GLS Normalpaket;352559616133;;
KL576935;KA510495;23.07.2019;2445649420;GLS Normalpaket;352559612135;;
KL578309;KA511996;23.07.2019;2445710960;DPD Predict;1345057486860;;
KL578310;KA511996;23.07.2019;2445710960;DPD Predict;1345057486861;;
KL578308;KA511997;23.07.2019;2445733300;DPD Predict;1345057486686;;
KL578305;KA511999;23.07.2019;2445794670;GLS Normalpaket;352559623285;;
KL578306;KA511999;23.07.2019;2445794670;GLS Normalpaket;352559623292;;
KL578304;KA512000;23.07.2019;2445845650;GLS Normalpaket;1345057486531;;
KL578303;KA512001;23.07.2019;2445856870;DPD Predict;1345057486877;;
KL578302;KA512002;23.07.2019;2445950890;DPD Predict;1345057486913;;
KL578301;KA512003;23.07.2019;2445985500;DPD Predict;1345057486798;;
KL578298;KA512005;23.07.2019;2446004330;DPD Predict;1345057486854;;
KL578299;KA512005;23.07.2019;2446004330;DPD Predict;1345057486855;;
KL578297;KA512006;23.07.2019;2446172490;DPD Predict;1345057486804;;
KL578296;KA512007;23.07.2019;2446190190;GLS Normalpaket;352559623391;;
KL578291;KA512009;23.07.2019;2446204460;DPD Predict;1345057486803;;
KL578290;KA512010;23.07.2019;2446212330;DPD Predict;1345057486802;;
KL578289;KA512011;23.07.2019;2446289680;DPD Predict;1345057486658;;
KL578287;KA512013;23.07.2019;2446329740;DPD Predict;1345057486632;;
KL578286;KA512014;23.07.2019;2446447920;GLS Normalpaket;352559623476;;
KL578284;KA512015;23.07.2019;2446488640;DPD Predict;1345057486965;;
KL578285;KA512015;23.07.2019;2446488640;DPD Predict;1345057486966;;
KL578283;KA512016;23.07.2019;2446574800;GLS Normalpaket;352559623278;;
KL578282;KA512017;23.07.2019;2446611770;DPD Predict;1345057486843;;
KL578281;KA512018;23.07.2019;2446699280;GLS Normalpaket;352559623360;;
KL578279;KA512020;23.07.2019;2446741130;GLS Normalpaket;352559623254;;
KL578278;KA512021;23.07.2019;2446794740;GLS Normalpaket;352559623506;;
KL578276;KA512023;23.07.2019;2447121990;DPD Predict;1345057487098;;
KL578275;KA512024;23.07.2019;2447144850;DPD Predict;1345057486842;;
KL578274;KA512025;23.07.2019;2447221460;DPD Predict;1345057486801;;
KL578273;KA512026;23.07.2019;2447279890;GLS Normalpaket;352559623384;;
KL578272;KA512027;23.07.2019;2447292940;GLS Normalpaket;352559623728;;
KL578271;KA512028;23.07.2019;2447325050;GLS Normalpaket;352559623322;;
KL578268;KA512031;23.07.2019;2447502660;DPD Predict;1345057486853;;
KL578266;KA512033;23.07.2019;2447538040;DPD Predict;1345057486923;;
KL578264;KA512035;23.07.2019;2447636480;DPD Predict;1345057486863;;
KL578260;KA512039;23.07.2019;2447715470;DPD Predict;1345057486799;;
KL578259;KA512040;23.07.2019;2447779630;GLS Normalpaket;352559623490;;
KL578258;KA512041;23.07.2019;2447806160;GLS Normalpaket;352559623452;;
KL577201;KA510941;23.07.2019; 304-1528615-0489915;GLS Normalpaket;352559612821;1,2553E+13;
KL578330;KA512273;23.07.2019;004-664-156;DPD Predict;1345057486914;;
KL575965;KA508161;23.07.2019;028-0007023-9557906;;352559618571;6,76027E+13;
KL575964;KA508162;23.07.2019;028-0014154-7364338;GLS Normalpaket;352559612159;1,6021E+13;
KL573352;KA507212;23.07.2019;028-0074690-5413942;;352559622585;1,10318E+13;
KL577903;KA510945;23.07.2019;028-0076990-3837161;DPD Predict;1345057486807;2,07457E+13;
KL577902;KA510946;23.07.2019;028-0115973-5305901;;143233959390;6,57752E+13;
KL577198;KA510100;23.07.2019;028-0170837-2525903;DPD Predict;1345057486083;2,29327E+13;
KL577900;KA510948;23.07.2019;028-0177607-5477951;DPD Predict;1345057486040;1,69025E+13;
KL575960;KA508166;23.07.2019;028-0199806-8377921;GLS Normalpaket;352559615754;4,96949E+13;
KL573349;KA507215;23.07.2019;028-0235061-4322728;GLS Normalpaket;352559624121;1,20489E+12;
KL575958;KA508168;23.07.2019;028-0245069-7353109;DPD Predict;1345057485910;4,7309E+13;
KL575957;KA508169;23.07.2019;028-0304373-4667519;DPD Predict;1345057486758;5,81373E+13;
KL575956;KA508169;23.07.2019;028-0304373-4667519;GLS Normalpaket;352559615761;2,23998E+13;
KL577899;KA510949;23.07.2019;028-0336268-3043531;DPD Predict;1345057486418;6,58536E+13;
KL575952;KA508173;23.07.2019;028-0435618-4808369;DPD Predict;1345057486759;3,75689E+13;
KL575950;KA508175;23.07.2019;028-0518266-1321116;;352559621519;6,88741E+13;
KL575949;KA508176;23.07.2019;028-0532164-9911523;DPD Predict;1345057486037;2,62728E+13;
KL577197;KA510101;23.07.2019;028-0547610-3145110;GLS Normalpaket;352559612807;6,29248E+13;
KL575946;KA508179;23.07.2019;028-0650147-5397913;GLS Normalpaket;352559615778;1,28819E+13;
KL577896;KA510952;23.07.2019;028-0839190-7392353;GLS Normalpaket;352559614450;5,29417E+13;
KL577894;KA510953;23.07.2019;028-0848689-1625147;DPD Predict;1345057487110;3,73235E+13;
KL577895;KA510953;23.07.2019;028-0848689-1625147;GLS Normalpaket;352559614467;6,82722E+13;
KL572292;KA506195;23.07.2019;028-0850902-9065130;DPD Predict;1345057486439;7,03002E+13;
KL577893;KA510954;23.07.2019;028-0857115-4481160;DPD Predict;1345057485963;4,34119E+13;
KL577195;KA510103;23.07.2019;028-0866764-5803516;;352559617352;3,33701E+13;
KL575940;KA508185;23.07.2019;028-0898231-0494742;GLS Normalpaket;352559617079;4,17594E+13;
KL577892;KA510955;23.07.2019;028-0942368-7852354;DPD Predict;1345057486000;3,41689E+13;
KL575932;KA508190;23.07.2019;028-1051955-4309923;GLS Normalpaket;352559612166;5,99576E+13;
KL575931;KA508191;23.07.2019;028-1052725-6884361;GLS Normalpaket;352559622981;3,80113E+13;
KL575930;KA508192;23.07.2019;028-1059143-1498749;DPD Predict;1345057486760;4,70718E+13;
KL577890;KA510957;23.07.2019;028-1112213-5557901;GLS Normalpaket;352559623421;4,99019E+13;
KL577889;KA510957;23.07.2019;028-1112213-5557901;GLS Normalpaket;352559623438;4,99019E+13;
KL577888;KA510958;23.07.2019;028-1126855-0641167;DPD Predict;1345057486663;3,55153E+13;
KL577886;KA510958;23.07.2019;028-1126855-0641167;;352559617543;6,47936E+11;
KL577887;KA510958;23.07.2019;028-1126855-0641167;;352559617550;6,47936E+11;
KL577885;KA510959;23.07.2019;028-1162060-5433126;;352559622684;6,92721E+13;
KL577883;KA510961;23.07.2019;028-1182100-0021921;GLS Normalpaket;352559617291;5,73648E+13;
KL577882;KA510962;23.07.2019;028-1196231-8796355;GLS Normalpaket;352559614887;4,24623E+13;
KL577881;KA510963;23.07.2019;028-1229776-9165926;GLS Normalpaket;352559614870;4,20424E+13;
KL577879;KA510964;23.07.2019;028-1240556-9144368;DPD Predict;1345057486245;3,48775E+13;
KL577880;KA510964;23.07.2019;028-1240556-9144368;DPD Predict;1345057486369;6,93712E+13;
KL575927;KA508195;23.07.2019;028-1291258-9082747;GLS Normalpaket;352559616812;6,37949E+13;
KL575925;KA508196;23.07.2019;028-1322580-4058746;GLS Normalpaket;352559615631;5,71872E+13;
KL575922;KA508198;23.07.2019;028-1360080-6313963;;143233959161;4,46224E+13;
KL569579;KA502973;23.07.2019;028-1393771-3283520;DPD Predict;1345057486425;4,26707E+13;
KL577877;KA510966;23.07.2019;028-1470368-0993113;DPD Predict;1345057486157;3,09195E+13;
KL577194;KA510104;23.07.2019;028-1483172-9305923;;143233958829;7,12971E+12;
KL577193;KA510105;23.07.2019;028-1495647-4792333;;352559617673;3,2115E+13;
KL569572;KA502979;23.07.2019;028-1505119-8208320;DPD Predict;1345057486426;5,29384E+13;
KL573343;KA507221;23.07.2019;028-1524570-3114761;DPD Predict;1345057486117;6,83375E+13;
KL575918;KA508201;23.07.2019;028-1530736-3993965;GLS Normalpaket;352559615785;3,89872E+13;
KL577192;KA510106;23.07.2019;028-1684037-1495516;;352559620574;3,84946E+13;
KL577191;KA510106;23.07.2019;028-1684037-1495516;;352559620581;3,84946E+13;
KL575914;KA508205;23.07.2019;028-1703494-4745927;;143233959154;4,11832E+13;
KL577876;KA510967;23.07.2019;028-1785830-9236308;GLS Normalpaket;352559614894;4,2105E+13;
KL575911;KA508208;23.07.2019;028-1850209-0616359;;143233959147;6,10404E+13;
KL577874;KA510969;23.07.2019;028-1858575-2729145;DPD Predict;1345057485964;5,65889E+13;
KL577873;KA510970;23.07.2019;028-1858759-1400327;;143233958980;5,03238E+13;
KL575910;KA508209;23.07.2019;028-1862343-5095506;DPD Predict;1345057486018;5,44162E+13;
KL575908;KA508211;23.07.2019;028-1875741-1928319;GLS Normalpaket;352559615242;3,63761E+13;
KL577872;KA510971;23.07.2019;028-1899424-4230765;GLS Normalpaket;352559612838;1,32377E+13;
KL575905;KA508213;23.07.2019;028-1948306-0705954;GLS Normalpaket;352559623803;6,59206E+12;
KL575902;KA508216;23.07.2019;028-2039135-5377968;;352559620741;5,13972E+13;
KL577869;KA510974;23.07.2019;028-2307857-4795512;DPD Predict;1345057486975;4,81607E+13;
KL572280;KA506206;23.07.2019;028-2314588-3456326;GLS Normalpaket;352559616362;2,06408E+13;
KL575898;KA508218;23.07.2019;028-2382807-3543543;DPD Predict;1345057486539;3,73841E+13;
KL577867;KA510976;23.07.2019;028-2419084-2303564;;352559621816;3,25665E+13;
KL577866;KA510977;23.07.2019;028-2430172-9815531;DPD Predict;1345057486246;1,40085E+13;
KL577865;KA510978;23.07.2019;028-2448180-4721128;DPD Predict;1345057486558;6,41386E+13;
KL571554;KA504712;23.07.2019;028-2459512-9831529;DPD Predict;1345057486498;5,98881E+13;
KL575894;KA508222;23.07.2019;028-2500460-9945911;GLS Normalpaket;352559612173;4,28908E+13;
KL575893;KA508223;23.07.2019;028-2514980-0337154;GLS Normalpaket;352559613576;4,66479E+13;
KL577190;KA510107;23.07.2019;028-2562374-7822714;DPD Predict;1345057486552;4,78916E+13;
KL575891;KA508225;23.07.2019;028-2590325-3381900;GLS Normalpaket;352559615792;8,20026E+12;
KL575890;KA508226;23.07.2019;028-2603256-0318756;GLS Normalpaket;352559614979;1,78062E+13;
KL575889;KA508227;23.07.2019;028-2659613-3149158;;143233959130;2,69451E+13;
KL575888;KA508228;23.07.2019;028-2682541-7541949;GLS Normalpaket;352559612180;6,96679E+13;
KL577864;KA510979;23.07.2019;028-2762744-9063547;DPD Predict;1345057487111;3,19704E+13;
KL575885;KA508231;23.07.2019;028-2791764-7354735;;143233958591;4,77651E+13;
KL575883;KA508233;23.07.2019;028-2840263-8188309;GLS Normalpaket;352559615808;5,75478E+13;
KL575882;KA508234;23.07.2019;028-2851418-3768357;GLS Normalpaket;352559614252;6,19664E+13;
KL577863;KA510980;23.07.2019;028-2902359-4325130;GLS Paket OVL Berlin;102986794597;2,0444E+12;
KL575881;KA508235;23.07.2019;028-2909518-6150765;GLS Normalpaket;352559623636;3,97396E+13;
KL575879;KA508237;23.07.2019;028-2952825-8454762;DPD Predict;1345057486308;2,27944E+13;
KL575878;KA508238;23.07.2019;028-2987413-0689109;;352559618588;2,7524E+13;
KL575877;KA508238;23.07.2019;028-2987413-0689109;;352559618595;2,7524E+13;
KL575874;KA508241;23.07.2019;028-3154257-3989143;DPD Predict;1345057486924;2,73635E+13;
