orderItemId,ean,cancelRequest,quantity,orderId,dateTimeOrderPlaced
2281584488,0649106505295,False,2,2470440810,2019-08-05T15:24:36+02:00
2281567636,0669145852747,False,1,2470382550,2019-08-05T14:55:23+02:00
2281555985,0649106505158,False,1,2470341670,2019-08-05T14:34:12+02:00
2281553899,0649106504663,False,1,2469828670,2019-08-05T14:30:31+02:00
2281542234,0669145852495,False,1,2470293310,2019-08-05T14:09:39+02:00
2281526541,0669145852785,False,1,2470239340,2019-08-05T13:42:41+02:00
2281520096,0669145852518,False,1,2470211760,2019-08-05T13:31:32+02:00
2281516396,0669145852549,False,1,2470159990,2019-08-05T13:25:01+02:00
2281514504,0669145853034,False,1,2470197180,2019-08-05T13:21:31+02:00
2281512170,0669145852594,False,1,2469667610,2019-08-05T13:17:33+02:00
2281511261,0669145852495,False,1,2470183150,2019-08-05T13:15:51+02:00
2281504817,0669145853041,False,1,2469739560,2019-08-05T13:03:34+02:00
2281502072,0669145851740,False,1,2470152050,2019-08-05T12:58:17+02:00
2281496585,0669145856783,False,1,2470135660,2019-08-05T12:48:05+02:00
2281496010,0649106510176,True,1,2470131170,2019-08-05T12:46:56+02:00
2281493377,0669145852228,False,2,2357068330,2019-08-05T12:41:21+02:00
2281490343,0649106508371,False,1,2470113090,2019-08-05T12:35:31+02:00
2281476474,0649106504663,False,1,2470061200,2019-08-05T12:08:21+02:00
2281463245,0669145852495,False,1,2470014930,2019-08-05T11:43:13+02:00
2281451709,0649106505134,False,1,2469973800,2019-08-05T11:21:37+02:00
2281443009,0669145853010,False,1,2469944740,2019-08-05T11:05:31+02:00
2281438073,0669145852525,False,1,2469929160,2019-08-05T10:55:38+02:00
2281435898,0649106505394,False,1,2469916400,2019-08-05T10:51:06+02:00
2281435002,0669145852259,False,1,2469920940,2019-08-05T10:49:40+02:00
2281432930,0649106505134,False,1,2469909930,2019-08-05T10:45:43+02:00
2281432112,0669145853041,False,1,2469912100,2019-08-05T10:43:57+02:00
2281431310,0649106504892,False,1,2469908580,2019-08-05T10:42:17+02:00
2281429672,0669145852617,False,1,2468455400,2019-08-05T10:39:05+02:00
2281405449,0669145852808,False,1,2467017580,2019-08-05T09:42:10+02:00
2281395119,0669145852549,False,1,2469782920,2019-08-05T09:11:42+02:00
2281394087,0649106504649,False,1,2469778750,2019-08-05T09:08:03+02:00
2281394025,0669145852532,False,1,2463256310,2019-08-05T09:07:47+02:00
2281392548,0649106510633,False,1,2469771460,2019-08-05T09:01:41+02:00
2281392547,0649106510626,False,1,2469771460,2019-08-05T09:01:41+02:00
2281382793,0669145851757,False,1,2469739230,2019-08-05T08:17:40+02:00
2281380367,0649106502355,False,1,2466445540,2019-08-05T08:03:06+02:00
2281377105,0649106511036,False,1,2469720680,2019-08-05T07:38:30+02:00
2281375959,0649106505608,False,1,2469716150,2019-08-05T07:26:08+02:00
2281375680,0669145853041,False,1,2469714490,2019-08-05T07:21:31+02:00
2281374707,0669145853065,False,1,2467946410,2019-08-05T07:09:04+02:00
2281374587,0669145852648,False,1,2469710560,2019-08-05T07:07:11+02:00
2281359731,0649106510183,False,1,2469660960,2019-08-05T00:20:11+02:00
2281358425,0669145852808,True,1,2464902130,2019-08-05T00:11:26+02:00
2281354118,0669145852785,False,1,2469641770,2019-08-04T23:51:13+02:00
2281354117,0669145852792,False,1,2469641770,2019-08-04T23:51:13+02:00
2281351839,0669145851733,False,1,2469634140,2019-08-04T23:42:37+02:00
2281346998,0669145853096,False,2,2469618980,2019-08-04T23:26:19+02:00
2281344384,0649106504748,False,1,2469608110,2019-08-04T23:18:50+02:00
2281339670,0649106511098,False,1,2469594010,2019-08-04T23:06:04+02:00
2281324787,0649106508791,False,1,2469526420,2019-08-04T22:36:02+02:00
2281319678,0669145853034,False,1,2469529660,2019-08-04T22:26:38+02:00
2281317807,0649106509262,False,1,2469525610,2019-08-04T22:23:32+02:00
2281315335,0669145852754,False,3,2469518330,2019-08-04T22:19:24+02:00
2281313247,0669145852792,False,1,2469501430,2019-08-04T22:15:26+02:00
2281312315,0649106508999,False,1,2469510200,2019-08-04T22:14:01+02:00
2281307334,0669145851962,False,2,2469492350,2019-08-04T22:05:14+02:00
2281306065,0649106504823,False,1,2469488950,2019-08-04T22:03:08+02:00
2281305814,0669145852785,False,1,2469487020,2019-08-04T22:02:40+02:00
2281304878,0649106508135,False,1,2469483710,2019-08-04T22:01:13+02:00
2281301072,0669145852792,True,1,2375862830,2019-08-04T21:55:26+02:00
2281293989,0669145852266,False,1,2469441930,2019-08-04T21:44:11+02:00
2281287584,0649106504816,False,1,2469426810,2019-08-04T21:34:32+02:00
2281286859,0669145852532,False,1,2469419350,2019-08-04T21:33:32+02:00
2281286682,0669145852525,False,1,2469413910,2019-08-04T21:33:16+02:00
2281274332,0649106504731,False,1,2469384170,2019-08-04T21:14:31+02:00
2281256859,0669145852594,False,1,2469331680,2019-08-04T20:46:49+02:00
2281243774,0669145852518,False,1,2469258150,2019-08-04T20:25:12+02:00
2281238619,0669145852839,False,1,2468482950,2019-08-04T20:15:48+02:00
2281238385,0649106508371,False,1,2469272640,2019-08-04T20:15:18+02:00
2281236267,0669145851740,False,1,2448429410,2019-08-04T20:11:21+02:00
2281235667,0669145852556,False,1,2469054570,2019-08-04T20:10:14+02:00
2281229415,0669145851740,False,1,2469241840,2019-08-04T19:58:34+02:00
2281220738,0669145851740,False,1,2469211180,2019-08-04T19:41:10+02:00
2281205178,0669145852525,False,1,2469156940,2019-08-04T19:05:11+02:00
2281202878,0669145852785,False,1,2469149680,2019-08-04T18:59:45+02:00
2281198342,0649106505158,False,1,2469134240,2019-08-04T18:48:31+02:00
2281196500,0649106504663,False,1,2469125710,2019-08-04T18:43:53+02:00
2281195234,0649106504724,False,1,2469125420,2019-08-04T18:40:16+02:00
2281194442,0669145852785,False,1,2469121060,2019-08-04T18:38:25+02:00
2281187179,0669145856653,False,1,2366995770,2019-08-04T18:18:54+02:00
2281187178,0649106505363,False,1,2366995770,2019-08-04T18:18:54+02:00
2281186898,0669145853065,False,1,2469096240,2019-08-04T18:18:12+02:00
2281178294,0649106504663,False,1,2469066180,2019-08-04T17:55:59+02:00
2281172840,0669145852532,False,1,2468993880,2019-08-04T17:41:42+02:00
2281162515,0669145853058,False,1,2428038570,2019-08-04T17:16:48+02:00
2281154471,0669145852495,False,1,2468970680,2019-08-04T16:57:07+02:00
2281139653,0669145852273,False,1,2468935110,2019-08-04T16:19:51+02:00
2281130965,0649106504809,False,1,2468899720,2019-08-04T15:59:16+02:00
2281129903,0649106504809,False,1,2468901320,2019-08-04T15:56:52+02:00
2281122168,0669145851788,False,1,2468874960,2019-08-04T15:39:14+02:00
2281122167,0669145856653,False,1,2468874960,2019-08-04T15:39:14+02:00
2281120333,0649106505103,False,1,2468870800,2019-08-04T15:34:44+02:00
2281119005,0669145852518,False,1,2444707120,2019-08-04T15:31:33+02:00
2281110627,0649106504816,False,1,2468832460,2019-08-04T15:11:53+02:00
2281108570,0669145852471,False,1,2468830170,2019-08-04T15:07:11+02:00
2281097981,0669145851702,False,2,2468795730,2019-08-04T14:45:04+02:00
2281097980,0649106504519,False,1,2468795730,2019-08-04T14:45:04+02:00
2281089687,0669145851962,False,1,2468060120,2019-08-04T14:26:47+02:00
2281088922,0649106511159,False,1,2468743360,2019-08-04T14:25:08+02:00
2281085282,0669145852518,False,2,2468749380,2019-08-04T14:17:57+02:00
2281081511,0649106504663,False,1,2468741390,2019-08-04T14:09:53+02:00
2281080061,0669145853034,False,1,2468736200,2019-08-04T14:07:00+02:00
2281076816,0649106504878,False,1,2468725070,2019-08-04T14:00:34+02:00
2281070844,0649106506315,False,2,2468701820,2019-08-04T13:47:31+02:00
2281051680,0669145852525,False,1,2468636410,2019-08-04T13:04:30+02:00
2281044317,0669145851702,False,2,2468613710,2019-08-04T12:47:52+02:00
2281038425,0669145852570,False,1,2468592830,2019-08-04T12:34:51+02:00
2281032333,0669145852839,False,1,2468567830,2019-08-04T12:20:51+02:00
2281029635,0669145851740,False,1,2468562940,2019-08-04T12:14:48+02:00
2281020159,0649106511036,False,1,2468532330,2019-08-04T11:53:05+02:00
2281011382,0669145852471,False,2,2468503220,2019-08-04T11:33:56+02:00
2281009978,0649106505103,False,2,2468496130,2019-08-04T11:30:37+02:00
2280989504,0649106509057,False,1,2468425940,2019-08-04T10:39:18+02:00
2280981989,0669145853034,False,1,2468356440,2019-08-04T10:17:52+02:00
2280970315,0669145852464,False,1,2468360770,2019-08-04T09:38:04+02:00
2280964673,0649106504816,False,1,2468340500,2019-08-04T09:14:02+02:00
2280948977,0669145851689,False,1,2370619430,2019-08-04T04:32:11+02:00
2280948913,0649106504663,False,1,2468283950,2019-08-04T04:27:06+02:00
2280948283,0669145852525,False,1,2468281700,2019-08-04T03:43:31+02:00
2280946767,0669145853041,False,1,2468275530,2019-08-04T02:27:34+02:00
2280942291,0649106508074,False,1,2468252490,2019-08-04T00:55:29+02:00
2280940280,0649106511036,False,1,2468252200,2019-08-04T00:32:48+02:00
2280938113,0669145852006,False,1,2468245330,2019-08-04T00:13:31+02:00
2280937935,0669145853058,False,1,2468244840,2019-08-04T00:12:16+02:00
2280930078,0649106502355,False,1,2468218510,2019-08-03T23:31:09+02:00
2280921466,0669145852785,True,1,2468189980,2019-08-03T22:56:41+02:00
2280912733,0669145852709,False,1,2468161680,2019-08-03T22:29:18+02:00
2280909010,0669145851740,False,1,2468146240,2019-08-03T22:18:34+02:00
2280895876,0669145852051,False,1,2468101090,2019-08-03T21:40:39+02:00
2280891581,0649106504656,False,1,2468090460,2019-08-03T21:29:12+02:00
2280890995,0669145853058,True,1,2468088920,2019-08-03T21:27:44+02:00
2280880119,0669145851740,False,1,2468052900,2019-08-03T20:58:43+02:00
2280866165,0649106506377,False,1,2468004350,2019-08-03T20:20:04+02:00
2280860828,0669145852525,False,1,2467984320,2019-08-03T20:05:45+02:00
2280846396,0669145853003,False,1,2467937390,2019-08-03T19:23:23+02:00
2280846297,0669145852785,False,1,2467931020,2019-08-03T19:23:12+02:00
2280840484,0649106505318,True,1,2467916120,2019-08-03T19:04:47+02:00
2280839852,0669145853041,False,1,2467914500,2019-08-03T19:02:39+02:00
2280836536,0669145853041,False,1,2467903370,2019-08-03T18:51:44+02:00
2280832200,0649106505325,False,2,2467882570,2019-08-03T18:37:01+02:00
2280807039,0669145852792,True,1,2465815240,2019-08-03T17:20:15+02:00
2280798239,0649106505318,True,1,2467770630,2019-08-03T16:56:50+02:00
2280789516,0669145852754,False,1,2467733300,2019-08-03T16:33:45+02:00
2280779151,0669145851740,False,1,2467703260,2019-08-03T16:05:05+02:00
2280776338,0669145852525,False,1,2467693620,2019-08-03T15:57:21+02:00
2280775004,0669145852525,False,1,2467688550,2019-08-03T15:53:44+02:00
2280774900,0669145852518,False,1,2321197260,2019-08-03T15:53:22+02:00
2280767975,0649106508753,False,1,2467661920,2019-08-03T15:34:48+02:00
2280765920,0669145852518,False,1,2467651480,2019-08-03T15:29:20+02:00
2280762810,0649106508623,False,1,2467644370,2019-08-03T15:21:10+02:00
2280761850,0669145853041,False,1,2467642250,2019-08-03T15:18:47+02:00
2280745990,0669145852488,False,2,2422477090,2019-08-03T14:37:18+02:00
2280745920,0649106508869,False,1,2467585300,2019-08-03T14:37:07+02:00
2280718064,0649106507978,False,1,2467487670,2019-08-03T13:24:36+02:00
2280710744,0669145852525,False,1,2467457360,2019-08-03T13:04:18+02:00
2280708511,0669145851733,False,1,2467444450,2019-08-03T12:58:08+02:00
2280704316,0669145852525,False,1,2467439680,2019-08-03T12:46:45+02:00
2280698552,0669145851740,False,1,2467397530,2019-08-03T12:31:06+02:00
2280694718,0649106505363,False,1,2467404910,2019-08-03T12:21:08+02:00
2280680316,0669145853003,False,1,2467356020,2019-08-03T11:41:11+02:00
2280674170,0649106505332,False,1,2467333780,2019-08-03T11:23:58+02:00
2280671390,0669145851740,False,1,2467322220,2019-08-03T11:16:18+02:00
2280668061,0669145852549,False,1,2467306110,2019-08-03T11:06:16+02:00
2280663975,0669145851740,False,1,2467286780,2019-08-03T10:53:51+02:00
2280660730,0649106509002,False,1,2465073770,2019-08-03T10:44:18+02:00
2280660661,0669145852518,False,1,2466926030,2019-08-03T10:44:08+02:00
2280658431,0669145853041,False,1,2464858380,2019-08-03T10:37:27+02:00
2280657340,0669145853041,False,1,2454229300,2019-08-03T10:34:04+02:00
2280654117,0669145851825,False,1,2467262170,2019-08-03T10:23:50+02:00
2280645872,0649106503550,False,1,2465918770,2019-08-03T09:55:01+02:00
2280644338,0669145852594,False,1,2467225270,2019-08-03T09:48:58+02:00
2280636086,0649106505134,False,1,2467196670,2019-08-03T09:12:49+02:00
2280634737,0669145852778,False,1,2464081980,2019-08-03T09:06:31+02:00
2280613112,0669145852532,True,1,2467111540,2019-08-03T00:53:09+02:00
2280611962,0649106505158,False,1,2467021190,2019-08-03T00:39:47+02:00
2280611374,0649106505134,False,2,2467105140,2019-08-03T00:34:03+02:00
2280608348,0669145852792,False,1,2467094720,2019-08-03T00:07:04+02:00
2280598812,0669145853065,False,1,2467062470,2019-08-02T23:31:06+02:00
2280596420,0669145852785,False,1,2467054050,2019-08-02T23:23:41+02:00
2280596359,0649106509057,False,1,2467055010,2019-08-02T23:23:27+02:00
2280596358,0669145852549,False,1,2467055010,2019-08-02T23:23:27+02:00
2280585273,0669145853119,False,1,2467017450,2019-08-02T22:53:23+02:00
2280580669,0669145853041,True,1,2466998390,2019-08-02T22:42:34+02:00
2280579110,0649106509064,False,2,2466998710,2019-08-02T22:39:07+02:00
2280575897,0649106510176,False,1,2466981670,2019-08-02T22:31:30+02:00
2280575310,0669145856646,False,1,2466985910,2019-08-02T22:29:55+02:00
2280572302,0669145852525,False,1,2466970280,2019-08-02T22:23:06+02:00
2280565161,0649106505318,True,1,2463877820,2019-08-02T22:07:42+02:00
2280562916,0669145852754,False,1,2466935720,2019-08-02T22:03:16+02:00
2280532613,0669145852518,False,1,2466842760,2019-08-02T21:04:37+02:00
2280513133,0649106506377,False,1,2466780110,2019-08-02T20:27:18+02:00
2280512443,0669145852648,False,1,2466777190,2019-08-02T20:26:10+02:00
2280510957,0649106507862,False,1,2466767900,2019-08-02T20:23:09+02:00
2280493531,0649106511210,False,1,2465498790,2019-08-02T19:46:28+02:00
2280476399,0649106504793,False,1,2466651780,2019-08-02T19:08:22+02:00
2280456100,0669145852525,False,1,2324832890,2019-08-02T18:18:04+02:00
2280437015,0669145852457,False,1,2466513940,2019-08-02T17:31:56+02:00
2280430703,0649106504632,False,2,2466492610,2019-08-02T17:18:25+02:00
2280406433,0649106505653,False,1,2466390970,2019-08-02T16:28:37+02:00
2280406432,0669145852563,False,1,2466390970,2019-08-02T16:28:37+02:00
2280401904,0669145852518,False,1,2466391990,2019-08-02T16:19:51+02:00
2280400860,0649106504816,False,1,2466390240,2019-08-02T16:17:41+02:00
2280390250,0649106504731,False,1,2466350990,2019-08-02T15:54:47+02:00
2280381164,0669145852495,False,3,2465560230,2019-08-02T15:37:11+02:00
2280374120,0649106508401,False,1,2466286970,2019-08-02T15:23:27+02:00
2280368406,0669145852792,False,1,2466272920,2019-08-02T15:11:59+02:00
2280359416,0649106505318,False,1,2466244830,2019-08-02T14:54:46+02:00
2280353367,0669145851733,False,1,2466222180,2019-08-02T14:42:24+02:00
2280352727,0669145851740,False,1,2466220250,2019-08-02T14:41:13+02:00
2280339488,0669145853010,False,1,2466164270,2019-08-02T14:15:30+02:00
2280334081,0649106511234,False,1,2422306480,2019-08-02T14:05:00+02:00
2280333496,0669145853096,False,1,2466070720,2019-08-02T14:03:46+02:00
2280331807,0669145852785,False,1,2466139950,2019-08-02T14:00:39+02:00
2280315820,0649106505196,False,2,2466033860,2019-08-02T12:56:17+02:00
2280294743,0669145852525,False,1,2465977930,2019-08-02T12:47:40+02:00
2280272994,0649106504779,False,1,2465942840,2019-08-02T12:01:07+02:00
2280263583,0669145852532,False,1,2465911080,2019-08-02T11:42:22+02:00
2280246281,0669145852280,False,1,2465850880,2019-08-02T11:05:05+02:00
2280241358,0669145851825,False,1,2465831680,2019-08-02T10:54:12+02:00
2280238616,0649106504663,False,1,2465815320,2019-08-02T10:47:35+02:00
2280237018,0669145851979,False,1,2465502530,2019-08-02T10:43:27+02:00
2280234124,0669145852785,False,1,2465807300,2019-08-02T10:36:10+02:00
2280225515,0649106505233,False,1,2465775710,2019-08-02T10:13:57+02:00
2280208432,0649106505332,False,1,2465713410,2019-08-02T09:25:52+02:00
2280195298,0649106511135,False,1,2465669800,2019-08-02T08:35:23+02:00
2280169715,0669145852792,False,1,2465577270,2019-08-02T00:31:27+02:00
2280154142,0669145853058,False,1,2465518680,2019-08-01T23:31:39+02:00
2280149668,0669145853096,False,1,2465512310,2019-08-01T23:20:46+02:00
2280136213,0649106504823,False,1,2465466150,2019-08-01T22:53:44+02:00
2280130035,0649106506407,False,1,2465450060,2019-08-01T22:43:30+02:00
2280129403,0649106504663,False,1,2465441370,2019-08-01T22:42:25+02:00
2280128721,0669145852006,False,1,2465440310,2019-08-01T22:41:15+02:00
2280128715,0669145852549,False,1,2465441140,2019-08-01T22:41:14+02:00
2280114677,0669145853065,False,1,2465400800,2019-08-01T22:19:07+02:00
2280113622,0669145852464,False,1,2465397010,2019-08-01T22:17:38+02:00
2280105431,0669145852495,False,1,2465368700,2019-08-01T22:05:33+02:00
2280104205,0649106504809,False,1,2465368130,2019-08-01T22:03:54+02:00
2280098288,0669145851740,False,1,2465348040,2019-08-01T21:55:41+02:00
2280094862,0649106504878,False,1,2465338780,2019-08-01T21:51:06+02:00
2280080204,0669145852525,False,1,2465288380,2019-08-01T21:30:24+02:00
2280070985,0669145852754,False,1,2465254740,2019-08-01T21:17:06+02:00
2280053555,0669145852518,False,1,2465199340,2019-08-01T20:51:15+02:00
2280051853,0649106510367,False,1,2465182810,2019-08-01T20:48:54+02:00
2280044831,0649106505660,False,1,2465169210,2019-08-01T20:37:51+02:00
2280044830,0649106505684,False,2,2465169210,2019-08-01T20:37:51+02:00
2280042765,0649106504687,False,1,2465161910,2019-08-01T20:34:35+02:00
2280040089,0669145852518,False,1,2465151460,2019-08-01T20:30:15+02:00
2280039834,0649106510114,False,2,2465101360,2019-08-01T20:30:04+02:00
2280020622,0649106504656,False,1,2463687280,2019-08-01T19:58:19+02:00
2280017843,0649106503543,False,1,2465078520,2019-08-01T19:53:25+02:00
2280012515,0669145852235,False,2,2465059690,2019-08-01T19:43:45+02:00
2279982328,0669145852747,False,2,2464949280,2019-08-01T18:43:05+02:00
2279982327,0669145852044,False,4,2464949280,2019-08-01T18:43:05+02:00
2279980249,0669145852280,False,1,2464946000,2019-08-01T18:38:39+02:00
2279978775,0649106504762,False,2,2464938650,2019-08-01T18:35:20+02:00
2279974137,0669145853041,False,1,2464914370,2019-08-01T18:24:59+02:00
2279971767,0669145852549,False,1,2366831300,2019-08-01T18:19:50+02:00
2279928113,0669145852785,False,1,2464757790,2019-08-01T16:46:57+02:00
2279921882,0649106504663,False,1,2464736430,2019-08-01T16:35:02+02:00
2279888205,0669145852792,False,1,2464620030,2019-08-01T15:29:19+02:00
2279863519,0669145852464,False,1,2464534930,2019-08-01T14:40:08+02:00
2279856463,0669145852785,False,1,2464510890,2019-08-01T14:27:09+02:00
2279856360,0669145852754,False,1,2464511120,2019-08-01T14:26:57+02:00
2279851090,0649106509897,False,1,2464490600,2019-08-01T14:16:34+02:00
2279849038,0649106511227,False,1,2464487550,2019-08-01T14:12:35+02:00
2279806731,0649106503505,True,1,2463638560,2019-08-01T12:54:10+02:00
2279806730,0649106503536,True,1,2463638560,2019-08-01T12:54:10+02:00
2279735341,0669145851979,False,1,2464082890,2019-08-01T10:29:24+02:00
2279724043,0669145852563,False,1,2464056580,2019-08-01T10:02:34+02:00
2279718951,0669145852792,False,1,2464037070,2019-08-01T09:50:50+02:00
2279703223,0669145852785,False,1,2463986040,2019-08-01T09:06:16+02:00
2279694280,0669145852785,False,1,2463944840,2019-08-01T08:31:23+02:00
2279690676,0669145856684,False,1,2463937870,2019-08-01T08:14:12+02:00
2279690674,0649106504724,False,1,2463937870,2019-08-01T08:14:12+02:00
2279663389,0669145852792,False,1,2463843560,2019-08-01T00:08:57+02:00
2279636295,0669145853058,False,1,2463756700,2019-07-31T23:10:38+02:00
2279599109,0669145851856,False,1,2463649520,2019-07-31T22:19:03+02:00
2279588377,0669145851986,False,1,2463615510,2019-07-31T22:05:49+02:00
2279573392,0669145852785,False,1,2463572600,2019-07-31T21:49:09+02:00
2279541444,0649106504762,False,1,2463470170,2019-07-31T21:12:10+02:00
2279525247,0649106508272,False,1,2444460400,2019-07-31T20:52:32+02:00
2279522490,0669145852785,False,1,2463350640,2019-07-31T20:49:16+02:00
2279487993,0669145852013,False,1,2463039320,2019-07-31T20:04:18+02:00
2279487285,0669145851894,False,1,2463297720,2019-07-31T20:03:27+02:00
2279468067,0649106504793,False,1,2463231330,2019-07-31T19:35:34+02:00
2279468066,0669145852518,False,1,2463231330,2019-07-31T19:35:34+02:00
2279442998,0669145852785,False,1,2463147620,2019-07-31T18:54:19+02:00
2279413965,0649106508883,False,1,2463045330,2019-07-31T18:01:31+02:00
2279395708,0669145852792,False,2,2462985280,2019-07-31T17:28:45+02:00
2279390833,0669145853133,False,1,2462969820,2019-07-31T17:20:13+02:00
2279384109,0669145853041,False,1,2438344390,2019-07-31T17:08:25+02:00
2279384106,0649106505134,False,5,2438344390,2019-07-31T17:08:25+02:00
2279350702,0649106504694,False,2,2462829280,2019-07-31T16:14:38+02:00
2279350700,0669145852563,False,1,2462829280,2019-07-31T16:14:38+02:00
2279241252,0649106504809,False,1,2462471890,2019-07-31T13:20:13+02:00
2279227505,0669145852471,False,1,2462415010,2019-07-31T12:57:53+02:00
2279225459,0649106505158,False,2,2462417940,2019-07-31T12:54:17+02:00
2279216313,0649106504793,False,1,2462386450,2019-07-31T12:39:09+02:00
2279187908,0669145852785,False,1,2457628810,2019-07-31T11:50:04+02:00
2279176231,0669145851986,False,1,2462253530,2019-07-31T11:30:34+02:00
2279159669,0649106504816,False,1,2462196760,2019-07-31T11:02:58+02:00
2279120677,0669145851979,False,1,2462066860,2019-07-31T09:47:40+02:00
2279113409,0669145853058,False,1,2462044730,2019-07-31T09:30:58+02:00
2279074263,0649106504618,False,1,2461904660,2019-07-31T04:31:46+02:00
2279061731,0669145852785,False,1,2461848800,2019-07-31T00:20:03+02:00
2279058238,0669145851962,False,2,2461830790,2019-07-31T00:01:46+02:00
2279039494,0649106504809,False,1,2461795160,2019-07-30T23:18:37+02:00
2279002991,0649106504748,False,1,2461671570,2019-07-30T22:23:03+02:00
2279002990,0649106504724,False,1,2461671570,2019-07-30T22:23:03+02:00
2279002052,0649106504809,False,1,2461679610,2019-07-30T22:21:47+02:00
2278982104,0669145852280,False,1,2461617070,2019-07-30T21:56:35+02:00
